source,source_game_id,event_id,event_type,game_date,time_control,rated,player_id,opponent_id,player_color,official_elo,opponent_elo,result,avg_acl,account_status,is_banned,label,ingested_at_utc
lichess,rld7cODU,lichess-event,online,2025-11-10,blitz,true,cutemouse83,Conan_The_Barbarian8,black,2952,2911,win,8.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,1HMf3usr,lichess-event,online,2025-11-09,blitz,true,Conan_The_Barbarian8,LegacyOfBob,white,2919,2887,loss,35.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,1HMf3usr,lichess-event,online,2025-11-09,blitz,true,LegacyOfBob,Conan_The_Barbarian8,black,2887,2919,win,18.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,zan57Y0E,lichess-event,online,2025-10-27,blitz,true,teem1,Conan_The_Barbarian8,white,2946,2924,win,8.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,zan57Y0E,lichess-event,online,2025-10-27,blitz,true,Conan_The_Barbarian8,teem1,black,2924,2946,loss,25.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,2PIHurq6,lichess-event,online,2025-10-27,blitz,true,Conan_The_Barbarian8,elconceto,white,2931,2883,loss,30.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,2PIHurq6,lichess-event,online,2025-10-27,blitz,true,elconceto,Conan_The_Barbarian8,black,2883,2931,win,17.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,gFJxIeaF,lichess-event,online,2025-10-27,blitz,true,Conan_The_Barbarian8,elconceto,white,2926,2888,win,7.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,gFJxIeaF,lichess-event,online,2025-10-27,blitz,true,elconceto,Conan_The_Barbarian8,black,2888,2926,loss,7.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,MvxpufJl,lichess-event,online,2025-10-27,blitz,true,evg85,Conan_The_Barbarian8,white,2780,2922,loss,48.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,MvxpufJl,lichess-event,online,2025-10-27,blitz,true,Conan_The_Barbarian8,evg85,black,2922,2780,win,31.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,laq49lcd,lichess-event,online,2025-10-27,blitz,true,Conan_The_Barbarian8,mzh1995,white,2919,2764,win,22.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,laq49lcd,lichess-event,online,2025-10-27,blitz,true,mzh1995,Conan_The_Barbarian8,black,2764,2919,loss,42.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,gXvFuRgG,lichess-event,online,2025-10-27,blitz,true,mzh1995,Conan_The_Barbarian8,white,2768,2915,loss,31.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,gXvFuRgG,lichess-event,online,2025-10-27,blitz,true,Conan_The_Barbarian8,mzh1995,black,2915,2768,win,17.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,PuZ9QfiM,lichess-event,online,2025-10-25,blitz,true,Conan_The_Barbarian8,TheGrindFather,white,2912,2725,win,15.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,PuZ9QfiM,lichess-event,online,2025-10-25,blitz,true,TheGrindFather,Conan_The_Barbarian8,black,2725,2912,loss,26.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,0V0nHsav,lichess-event,online,2025-10-25,blitz,true,arnaldofdelavara,Conan_The_Barbarian8,white,2811,2914,draw,17.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,0V0nHsav,lichess-event,online,2025-10-25,blitz,true,Conan_The_Barbarian8,arnaldofdelavara,black,2914,2811,draw,17.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,Im6p4LL3,lichess-event,online,2025-10-25,blitz,true,Conan_The_Barbarian8,arnaldofdelavara,white,2910,2816,win,29.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,Im6p4LL3,lichess-event,online,2025-10-25,blitz,true,arnaldofdelavara,Conan_The_Barbarian8,black,2816,2910,loss,46.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,3WAemTqL,lichess-event,online,2025-10-25,blitz,true,Revnov,Conan_The_Barbarian8,white,2770,2906,loss,41.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,3WAemTqL,lichess-event,online,2025-10-25,blitz,true,Conan_The_Barbarian8,Revnov,black,2906,2770,win,46.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,v9C7oXj3,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,mzh1995,white,2906,2824,loss,53.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,v9C7oXj3,lichess-event,online,2025-10-24,blitz,true,mzh1995,Conan_The_Barbarian8,black,2824,2906,win,43.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,ts7JEOwY,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,athena-pallada,white,2912,2929,loss,44.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,ts7JEOwY,lichess-event,online,2025-10-24,blitz,true,athena-pallada,Conan_The_Barbarian8,black,2929,2912,win,31.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,XU2Dpixn,lichess-event,online,2025-10-24,blitz,true,athena-pallada,Conan_The_Barbarian8,white,2924,2917,win,24.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,XU2Dpixn,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,athena-pallada,black,2917,2924,loss,43.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,gjtJ7iaL,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,athena-pallada,white,2911,2930,win,14.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,gjtJ7iaL,lichess-event,online,2025-10-24,blitz,true,athena-pallada,Conan_The_Barbarian8,black,2930,2911,loss,35.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,WhhZDSke,lichess-event,online,2025-10-24,blitz,true,BartoszSocko,Conan_The_Barbarian8,white,2762,2908,loss,45.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,WhhZDSke,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,BartoszSocko,black,2908,2762,win,26.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,rRm1n5uC,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,cutemouse83,white,2909,2875,draw,32.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,rRm1n5uC,lichess-event,online,2025-10-24,blitz,true,cutemouse83,Conan_The_Barbarian8,black,2875,2909,draw,27.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,OJikbs5w,lichess-event,online,2025-10-24,blitz,true,razinioshaazuka,Conan_The_Barbarian8,white,2744,2917,win,24.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,OJikbs5w,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,razinioshaazuka,black,2917,2744,loss,45.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,gdy0pig2,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,woshigeshagua,white,2924,2820,loss,28.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,gdy0pig2,lichess-event,online,2025-10-24,blitz,true,woshigeshagua,Conan_The_Barbarian8,black,2820,2924,win,19.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,r6DyZWlQ,lichess-event,online,2025-10-24,blitz,true,cutemouse83,Conan_The_Barbarian8,white,2890,2919,loss,21.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,r6DyZWlQ,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,cutemouse83,black,2919,2890,win,16.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,44QNNhSG,lichess-event,online,2025-10-24,blitz,true,FanHalen,Conan_The_Barbarian8,white,2726,2916,loss,47.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,44QNNhSG,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,FanHalen,black,2916,2726,win,31.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,qDpTN84K,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,cutemouse83,white,2922,2890,loss,29.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,qDpTN84K,lichess-event,online,2025-10-24,blitz,true,cutemouse83,Conan_The_Barbarian8,black,2890,2922,win,16.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,ZIiCSvnd,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,cutemouse83,white,2917,2896,win,15.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,ZIiCSvnd,lichess-event,online,2025-10-24,blitz,true,cutemouse83,Conan_The_Barbarian8,black,2896,2917,loss,36.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,06UGgrLF,lichess-event,online,2025-10-24,blitz,true,ChessLab_Online,Conan_The_Barbarian8,white,2859,2912,loss,31.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,06UGgrLF,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,ChessLab_Online,black,2912,2859,win,19.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,bN1w0azO,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,ChessLab_Online,white,2918,2852,loss,36.0,active,false,clean,2026-03-02T16:21:47+00:00
lichess,bN1w0azO,lichess-event,online,2025-10-24,blitz,true,ChessLab_Online,Conan_The_Barbarian8,black,2852,2918,win,12.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,0xVMBoKY,lichess-event,online,2025-10-24,blitz,true,DiaryTraining,Conan_The_Barbarian8,white,2778,2921,draw,18.0,unknown,false,clean,2026-03-02T16:21:47+00:00
lichess,0xVMBoKY,lichess-event,online,2025-10-24,blitz,true,Conan_The_Barbarian8,DiaryTraining,black,2921,2778,draw,19.0,active,false,clean,2026-03-02T16:21:47+00:00
